,web-scraper-order,web-scraper-start-url,name,address,description,review_cat,price,no_reviews,Latitude,Longitude,total_distance,distance_score,no_reviews_num
81,1732027463-87,https://www.hotels-zurich.com/search/?sort=Rating&order=DESC&part=1&Name=5,Superior Studio On Top Floor Be-51,"Bertastrasse 15, Zurich, Switzerland","The 22 m² Superior Studio On Top Floor Be-51, located in the Wiedikon district, around a 10-minute ride from Zurich Opera House, features views of the city. Public…",Excellent,218 CHF,(1 review),47.37500035,8.515815823,12.86627974735039,3,1
82,1732027463-88,https://www.hotels-zurich.com/search/?sort=Rating&order=DESC&part=1&Name=5,"Downtown Dream 3,5Br With Balcony And Style Ba22","Baumackerstrasse 58, Zurich, Switzerland","Situated about 6 km from Lake Zurich, the spacious 75 m² Downtown Dream 3,5Br With Balcony And Style Ba22 Apartment provides guests with Wi-Fi for either business or…",Average,470 CHF,(7 reviews),47.40994535,8.541602371,13.485224273350497,2,7
83,1732027463-89,https://www.hotels-zurich.com/search/?sort=Rating&order=DESC&part=1&Name=5,Urban Oasis With Queen Bed And View Be-53,"Bertastrasse 15, Zurich, Switzerland",The 14 m² Urban Oasis With Queen Bed And View Be-53 is located 20 minutes' walk from Migros Museum of Contemporary Art and offers Wi-Fi for either business…,Good,211 CHF,(2 reviews),47.37500035,8.515815823,12.86627974735039,3,2
84,1732027463-90,https://www.hotels-zurich.com/search/?sort=Rating&order=DESC&part=1&Name=5,Downtown Deluxe Studio With Queen Bed Be-55,"Bertastrasse 15, Zurich, Switzerland","The 1-room Downtown Deluxe Studio With Queen Bed Be-55 lies in the Wiedikon district and provides guests with Wi-Fi, and public parking nearby. Limmat River is within…",Average,209 CHF,(5 reviews),47.37500035,8.515815823,12.86627974735039,3,5
85,1732027465-91,https://www.hotels-zurich.com/search/?sort=Rating&order=DESC&part=1&Name=4,Zurich Marriott Hotel,"Neumuehlequai 42, Zurich, Switzerland",The 5-star Zurich Marriott Hotel is situated an 8-minute walk from Swiss National Historical Museum and features a cash machine and a currency exchange. Featuring a storage room…,Good,342 CHF,(1486 reviews),47.38241495,8.540556177,11.400335891350323,4,1486
86,1732027465-92,https://www.hotels-zurich.com/search/?sort=Rating&order=DESC&part=1&Name=4,Ruby Mimi Hotel Zurich,"4 Beatenpl., Zurich, Ch, Zurich, Switzerland","Located around 300 metres from a popular entertainment attraction like Urania Observatory, the 3-star Ruby Mimi Hotel Zurich offers modern comforts like a lift, a snack and drink vending…",Excellent,244 CHF,(7683 reviews),47.3761676,8.54138,11.039740325350492,4,7683
87,1732027465-93,https://www.hotels-zurich.com/search/?sort=Rating&order=DESC&part=1&Name=4,Citizenm Zuerich,"Talacker 42, Zurich, Switzerland","Located in a business neighbourhood and nearly 5 minutes' walk from Beyer Clock and Watch Museum, the perfect Citizenm Zurich Hotel features a shared lounge and a lending library. Highlights…",Excellent,222 CHF,(3516 reviews),47.3720407,8.535359095,11.293708075350384,4,3516
88,1732027465-94,https://www.hotels-zurich.com/search/?sort=Rating&order=DESC&part=1&Name=4,Meininger Hotel Zuerich Greencity,"41 Maneggstrasse, Zurich, Switzerland","Meininger Hotel Zurich Greencity features a lift, a snack and drink vending machine, and lies 3.3 km from Lake Zurich. This hotel also provides Wi-Fi available throughout the property.",Good,48 CHF,(7200 reviews),47.34180215,8.520194284,14.134543705350392,1,7200
89,1732027465-95,https://www.hotels-zurich.com/search/?sort=Rating&order=DESC&part=1&Name=4,Hotel Alexander Zurich Old Town,"Niederdorfstrasse 40, Zurich, Switzerland","Located a 15-minute walk from Zurich Opera House, the 3-star Hotel Alexander Zurich Old Town offers modern comforts such as a currency exchange and a lift. Private car…",Excellent,187 CHF,(1827 reviews),47.37460085,8.543954645,10.983180775350435,5,1827
90,1732027465-96,https://www.hotels-zurich.com/search/?sort=Rating&order=DESC&part=1&Name=4,La Reserve Eden Au Lac Zurich,"Utoquai 45, Zurich, Switzerland","Situated only 1 km from Museum of Art, the prestigious La Reserve Eden Au Lac Zurich hotel features Wi-Fi in public areas and a private parking lot on site.",Excellent,802 CHF,(443 reviews),47.36277355,8.547379701,11.37686656335043,4,443
91,1732027465-97,https://www.hotels-zurich.com/search/?sort=Rating&order=DESC&part=1&Name=4,Swiss Chocolate By Fassbind Zurich,"Zahringerstrasse 46, Zurich, Switzerland","Featuring a bureau de change and a lift, Swiss Chocolate By Fassbind Zurich Hotel is situated at a 900-metre distance from Helmhaus Gallery. The 3-star hotel features fitness…",Good,182 CHF,(2123 reviews),47.37541058,8.544594455,11.016596845350463,4,2123
92,1732027465-98,https://www.hotels-zurich.com/search/?sort=Rating&order=DESC&part=1&Name=4,Sorell Hotel Ruetli,"Zaehringerstrasse 43, Zurich, Switzerland","The 3-star Sorell Hotel Rutli is situated in the Old Town district of Zurich, merely 14 minutes' walk from Circus Conelli, which is highly recommended for a family visit.",Excellent,207 CHF,(2424 reviews),47.3762011,8.5444271,11.03742812535053,4,2424
93,1732027465-99,https://www.hotels-zurich.com/search/?sort=Rating&order=DESC&part=1&Name=4,Altstadt Hotel,"Kirchgasse 4, Zurich, Switzerland","The lovely 3-star Altstadt Hotel Zurich is situated around 5 minutes' walk from Paradeplatz and provides airport transfer service, along with cars for rent. Centrally located in the Old…",Excellent,185 CHF,(1651 reviews),47.3693317,8.544102772,10.973886445350544,5,1651
94,1732027465-100,https://www.hotels-zurich.com/search/?sort=Rating&order=DESC&part=1&Name=4,Ameron Zuerich Bellerive Au Lac,"Utoquai 47, Zurich, Switzerland","Boasting a solarium and a golf course, the 4-star Ameron Zurich Bellerive Au Lac hotel lies a mere 7 minutes' walk from Sechselautenplatz. The hotel provides a bureau de…",Excellent,317 CHF,(1239 reviews),47.3625248,8.5480473,11.417987125350264,4,1239
95,1732027465-101,https://www.hotels-zurich.com/search/?sort=Rating&order=DESC&part=1&Name=4,Hechtplatz Hotel,"4 Kruggasse, Zurich, Switzerland","The 3-star Hechtplatz Hotel - Self Check-In Zurich, situated at a 700-metre distance from Kongresshaus Zurich Convention Center, welcomes guests with a sun deck and karaoke. Located a…",Good,174 CHF,(1296 reviews),47.36816475,8.545297771,11.048083655350467,4,1296
96,1732027465-102,https://www.hotels-zurich.com/search/?sort=Rating&order=DESC&part=1&Name=4,Amazing Rooms By Five,"Doeltschihalde 49, Zurich, Switzerland","The 4-star Amazing Rooms By Five hotel features a currency exchange and a lift and is located at a distance of 3.3 km from Fraumunster Church, one of the…",Good,341 CHF,(81 reviews),47.364227,8.496811639,14.888013025350354,1,81
97,1732027465-103,https://www.hotels-zurich.com/search/?sort=Rating&order=DESC&part=1&Name=4,5-Mins Walk To Zurich Main Station - City Center,"Graebligasse 4, Zurich, Switzerland",The 1-room 5-Mins Walk To Zurich Main Station - City Center is also located within a 500-metre distance of Limmatquai Street. Situated within walking distance of Zurich Christmas…,Good,241 CHF,(15 reviews),47.3755279,8.5442599,11.013223925350488,4,15
98,1732027465-104,https://www.hotels-zurich.com/search/?sort=Rating&order=DESC&part=1&Name=4,Urban Oasis With Queen Bed And View Be-49,"Bertastrasse 15, Zurich, Switzerland","Nestled in the Wiedikon district, the 1-room Urban Oasis With Queen Bed And View Be-49 features Wi-Fi and parking nearby. Kirche St. Jakob am Stauffacher Church is…",Good,213 CHF,(9 reviews),47.37500035,8.515815823,12.86627974735039,3,9
99,1732027465-105,https://www.hotels-zurich.com/search/?sort=Rating&order=DESC&part=1&Name=4,Urban Oasis With Queen Bed And View Be-42,"Bertastrasse 15, Zurich, Switzerland","Situated just 6 minutes' walk from Baeckeranlage, Urban Oasis With Queen Bed And View Be-42 looks out onto the city. Guests will enjoy Wi-Fi, and parking provided nearby.",Good,205 CHF,(7 reviews),47.37500035,8.515815823,12.86627974735039,3,7
100,1732027465-106,https://www.hotels-zurich.com/search/?sort=Rating&order=DESC&part=1&Name=4,Skyline Rooftop Suite With 2 Balconies -401-,"Friesstrasse 12, Zurich, Switzerland",The 1-room Skyline Rooftop Suite With 2 Balconies -401- offers a barber shop and a restaurant and lies at a distance of 3.4 km from a top family-friendly…,Excellent,479 CHF,(9 reviews),47.4143107,8.546906187,13.936366683350528,2,9
101,1732027465-107,https://www.hotels-zurich.com/search/?sort=Rating&order=DESC&part=1&Name=4,"Balcony Suite In Central Zurich Sh2,4R","Schaffhauserstrasse 210, Zurich, Switzerland","Situated a mere 450 metres from Anthropologisches Museum der Universitat Zurich, Balcony Suite In Central Zurich Sh2,4R looks out onto the city. This apartment offers a private parking lot…",Excellent,298 CHF,(10 reviews),47.40116235,8.545249869,12.794371395350383,3,10
102,1732027465-108,https://www.hotels-zurich.com/search/?sort=Rating&order=DESC&part=1&Name=4,Urban Oasis With Queen Bed And View Be-43,"Bertastrasse 15, Zurich, Switzerland","The 14 m² Urban Oasis With Queen Bed And View Be-43 is located in the Wiedikon district, 5 minutes' stroll from Don Bosco. This 1-bedroom apartment offers modern…",Good,209 CHF,(3 reviews),47.37500035,8.515815823,12.86627974735039,3,3
103,1732027465-109,https://www.hotels-zurich.com/search/?sort=Rating&order=DESC&part=1&Name=4,Urban Oasis With Queen Bed And View Be-48,"Bertastrasse 15, Zurich, Switzerland",The 12 m² Urban Oasis With Queen Bed And View Be-48 is situated within 500 metres of Baeckeranlage and 15 km from Kloten airport. The apartment has parking nearby.,Excellent,211 CHF,(5 reviews),47.37500035,8.515815823,12.86627974735039,3,5
104,1732027467-111,https://www.hotels-zurich.com/search/?sort=Rating&order=DESC&part=1&Name=3,Hotel Montana Zuerich,"Konradstrasse 39, Zurich, Switzerland",The 3-star Hotel Montana Zurich is around a 5-minute walk from Museum of Design and features car rentals for guests' convenience. This Zurich hotel is in Escher Wyss…,Good,208 CHF,(4769 reviews),47.3807803,8.535246536,11.626074405350243,4,4769
105,1732027467-112,https://www.hotels-zurich.com/search/?sort=Rating&order=DESC&part=1&Name=3,Hotel Glockenhof Zuerich,"Sihlstrasse 31, Zurich, Switzerland","Hotel Glockenhof Zurich, located 17 minutes on foot from FIFA World Football Museum, features Wi-Fi throughout the property. This hotel provides private parking for CHF 39 per day on…",Excellent,326 CHF,(1325 reviews),47.3729614,8.5365218,11.21995112535048,4,1325
106,1732027467-113,https://www.hotels-zurich.com/search/?sort=Rating&order=DESC&part=1&Name=3,Hotel Bristol Zurich,"Stampfenbachstrasse 34, Zurich, Switzerland","Situated a mere 14 minutes' walk from Helmhaus Gallery, Hotel Bristol Zurich features a bureau de change and a lift. This 3-star hotel provides guests with Wi-Fi throughout…",Good,134 CHF,(5618 reviews),47.3796483,8.543557,11.193637725350404,4,5618
107,1732027467-114,https://www.hotels-zurich.com/search/?sort=Rating&order=DESC&part=1&Name=3,Hotel City Zuerich Design & Lifestyle,"Loewenstrasse 34, Zurich, Switzerland","Offering a bureau de change and a lift, Hotel City Zurich Design & Lifestyle is just a 7-minute walk from Lindenhof hill. This comfortable hotel also provides Wi-Fi available…",Excellent,200 CHF,(2382 reviews),47.374868,8.5364144,11.271156725350409,4,2382
108,1732027467-115,https://www.hotels-zurich.com/search/?sort=Rating&order=DESC&part=1&Name=3,Hotel Marta,"Zaehringerstrasse 36, Zurich, Switzerland",The 2-star Hotel Marta Zurich is approximately a 5-minute walk from Limmat and provides guests with a bureau de change and a vending machine. The comfortable hotel features…,Excellent,136 CHF,(4012 reviews),47.37595955,8.544779481,11.038842555350378,4,4012
110,1732027467-117,https://www.hotels-zurich.com/search/?sort=Rating&order=DESC&part=1&Name=3,Hotel Stoller,"Badenerstrasse 357, Zurich, Switzerland","Overlooking Swiss Alps, the comfortable Hotel Stoller Zurich includes a terrace and various recreational opportunities. Centrally located in the Wiedikon district of Zurich an 8-minute walk from…",Excellent,119 CHF,(530 reviews),47.3784655,8.509293707,13.585362467350336,2,530
111,1732027467-118,https://www.hotels-zurich.com/search/?sort=Rating&order=DESC&part=1&Name=3,Glaernischhof By Trinity,"Claridenstrasse 30, Zurich, Switzerland","Offering a fitness centre, a sauna, and various recreational opportunities, the comfortable Glarnischhof By Trinity Hotel Zurich is nestled in Enge, which is a largely contemporary residential…",Excellent,309 CHF,(4979 reviews),47.3676837,8.537378103,11.251504533350378,4,4979
112,1732027467-120,https://www.hotels-zurich.com/search/?sort=Rating&order=DESC&part=1&Name=3,Hotel Sternen Oerlikon,"Schaffhauserstrasse 335, Zurich, Switzerland","The superior 3-star Hotel Sternen Oerlikon Zurich, situated a mere 250 metres from Stahlbau VHP Sculpture, offers a shared lounge and various recreational opportunities. An à la carte restaurant…",Excellent,183 CHF,(1299 reviews),47.40840775,8.546416159,13.415419095350575,2,1299
113,1732027467-121,https://www.hotels-zurich.com/search/?sort=Rating&order=DESC&part=1&Name=3,Olympia Hotel Zurich,"Badenerstrasse 324, Zurich, Switzerland","Featuring a cash machine and a bureau de change, Olympia Hotel Zurich is nestled in Zurich, nearly a 5-minute walk from Katholische Kirche Felix und Regula. This hotel entices…",Good,89 CHF,(3694 reviews),47.37780745,8.511905475,13.30874562535032,2,3694
114,1732027467-122,https://www.hotels-zurich.com/search/?sort=Rating&order=DESC&part=1&Name=3,Friendly Hostel Zuerich,"3 Strehlgasse, Zurich, Switzerland","Providing baggage storage for guests, Friendly Hostel Zurich is located merely 6 minutes on foot from Circus Conelli. Featuring Wi-Fi, this hostel is also just a short stroll from…",Good,55 CHF,(2656 reviews),47.371634,8.54130416,10.951794645350446,5,2656
115,1732027467-123,https://www.hotels-zurich.com/search/?sort=Rating&order=DESC&part=1&Name=3,Boutique Hotel Platzhirsch,"Spitalgasse 3, Zurich, Switzerland","Offering a luggage room and a restaurant, the 3-star Hotel Platzhirsch lies in the Old Town district of Zurich, 8 minutes' stroll from Grossmunster and 8 minutes' stroll from…",Excellent,213 CHF,(318 reviews),47.3735166,8.5439446,10.957723725350458,5,318
116,1732027467-124,https://www.hotels-zurich.com/search/?sort=Rating&order=DESC&part=1&Name=3,City Center Apartment,"33 Zaehringerstrasse, Zurich, Switzerland",City Center Apartment includes a terrace and is located approximately a 10-minute walk from Ulrich Zwingli Monument. Guests can make use of Wi-Fi for both business and leisure…,Good,144 CHF,(814 reviews),47.3757274,8.5444631,11.023133725350505,4,814
117,1732027467-125,https://www.hotels-zurich.com/search/?sort=Rating&order=DESC&part=1&Name=3,Swiss Star Marc Aurel - Self Check-In,"Badenerstrasse 362, Zurich, Switzerland","Swiss Star Marc Aurel - Self Check-In Apartment offers easy access to such tourist sites as Die Kniende, located about 5 minutes' walk away. A private parking garage is available…",Average,114 CHF,(2029 reviews),47.37888975,8.509330487,13.604814647350404,2,2029
118,1732027467-126,https://www.hotels-zurich.com/search/?sort=Rating&order=DESC&part=1&Name=3,Swiss Star Zurich Sihlfeld - Self Check-In,"Dubsstrasse 30, Zurich, Switzerland","Swiss Star Zurich Sihlfeld - Self Check-In Apartment, set in the Wiedikon district, is within a 600-metre distance of Sihl. The apartment offers a car park for CHF 15…",Average,130 CHF,(787 reviews),47.3675771,8.521691054,12.428224405350488,3,787
119,1732027467-127,https://www.hotels-zurich.com/search/?sort=Rating&order=DESC&part=1&Name=3,Heart Of Zurich Modern Studio Hg14,"Hirschengraben 3, Zurich, Switzerland","The 25 m² Heart Of Zurich Modern Studio Hg14 Apartment is situated in the Niederdorf district, a 25-minute stroll from Zoo Zurich, which is higly recommended for a family…",Good,209 CHF,(11 reviews),47.3695019,8.547554091,11.069955383350326,4,11
120,1732027467-128,https://www.hotels-zurich.com/search/?sort=Rating&order=DESC&part=1&Name=3,Garden Studio Apartment Zuerichberg,"Kraftstrasse 30, Zurich, Switzerland",Garden Studio Apartment Zurichberg includes a sun terrace and is situated about 5 minutes' walk from Alte Kirche Fluntern. This apartment features Wi-Fi throughout the property.,Good,211 CHF,(27 reviews),47.3785559,8.55945984,11.869059365350587,4,27
121,1732027467-129,https://www.hotels-zurich.com/search/?sort=Rating&order=DESC&part=1&Name=3,Heart Of Zurich Modern Studio Hg7,"Hirschengraben 3, Zurich, Switzerland",The 25 m² Heart Of Zurich Modern Studio Hg7 Apartment is located around a 15-minute walk from the historic Urania Observatory and about a 25-minute walk from Museum…,Good,209 CHF,(12 reviews),47.3695019,8.547554091,11.069955383350326,4,12
122,1732027467-130,https://www.hotels-zurich.com/search/?sort=Rating&order=DESC&part=1&Name=3,Swiss Star District 11 - Self Check-In,"Friesstrasse 33, Zurich, Switzerland","Situated just 13 minutes' walk from Messe Zurich, Swiss Star District 11 - Self Check-In Apartment provides guests with Wi-Fi for either business or leisure. There is Ottikerstrasse at…",Average,132 CHF,(296 reviews),47.4156855,8.54611803,14.036149225350629,1,296
123,1732027470-131,https://www.hotels-zurich.com/search/?sort=Rating&order=DESC&part=1&Name=2,Park Hyatt Zurich - City Center Luxury,"Beethovenstrasse 21, Zurich, Switzerland","Located near an underground station, the welcoming 5-star Park Hyatt Zurich - City Center Luxury hotel offers its guests a gym, facials, and a health club. Featuring a Chinese garden…",Excellent,517 CHF,(544 reviews),47.366594,8.5361946,11.377022725350436,4,544
124,1732027470-132,https://www.hotels-zurich.com/search/?sort=Rating&order=DESC&part=1&Name=2,Storchen Zuerich - Lifestyle Boutique Hotel,"Weinplatz 2, Zurich, Switzerland","Providing guests with a bureau de change and a lift, the superior 5-star Storchen Zurich - Lifestyle Boutique Hotel is located near the financial district of Zurich, about a 5…",Excellent,583 CHF,(859 reviews),47.3712661,8.5417938,10.944367325350427,5,859
125,1732027470-133,https://www.hotels-zurich.com/search/?sort=Rating&order=DESC&part=1&Name=2,Renaissance Zurich Tower Hotel,"Turbinenstrasse 20, Zurich, Switzerland","Situated 0.7 km from Limmat, the 5-star Renaissance Zurich Tower Hotel includes 300 rooms. The hotel also offers a currency exchange and a lift and a private parking garage…",Good,302 CHF,(822 reviews),47.3881885,8.5142697,13.746032925350285,2,822
126,1732027470-134,https://www.hotels-zurich.com/search/?sort=Rating&order=DESC&part=1&Name=2,25Hours Hotel Langstrasse,"Langstrasse 150, Zurich, Switzerland","Located approximately a 20-minute stroll from Old Botanical Garden, the comfortable 4-star 25Hours Hotel Langstrasse Zurich offers amenities such as a fitness centre and a sundeck. This Zurich…",Excellent,224 CHF,(2634 reviews),47.3804842,8.5285344,12.10314552535031,3,2634
128,1732027470-136,https://www.hotels-zurich.com/search/?sort=Rating&order=DESC&part=1&Name=2,Hotel Felix,"Zaehringerstrasse 25, Zurich, Switzerland","Located merely 500 metres from Rathaus Zurich, the stylish 3-star Hotel Felix Zurich offers various recreational opportunities and a golf course. Nestled in the Old Town district of Zurich…",Excellent,208 CHF,(4184 reviews),47.37521045,8.544449939,11.007124561350352,4,4184
129,1732027470-137,https://www.hotels-zurich.com/search/?sort=Rating&order=DESC&part=1&Name=2,Ibis Budget Zurich City West,"Technoparkstrasse 2, Zurich, Switzerland","The cosy Ibis Budget Zurich City West hotel features a vending machine and a lift and is located nearly a 5-minute ride from the style Liebfrauen Church, one of…",Good,118 CHF,(5936 reviews),47.3889883,8.5161071,13.646849125350547,2,5936
130,1732027470-138,https://www.hotels-zurich.com/search/?sort=Rating&order=DESC&part=1&Name=2,Sorell Hotel Zuerichberg,"Orellistrasse 21, Zurich, Switzerland","Sorell Hotel Zurichberg features a currency exchange and a lift, and lies only 1.4 km from the outdoor Dolder Sports Ice Skating Rink. This hotel also includes private parking.",Excellent,234 CHF,(2545 reviews),47.38243135,8.566894305,12.586606475350267,3,2545
131,1732027470-139,https://www.hotels-zurich.com/search/?sort=Rating&order=DESC&part=1&Name=2,Green Marmot Capsule Hotel Zuerich,"26 Schifflaende, Zurich, Switzerland","Featuring a lift, a snack and drink vending machine, the 2-star Green Marmot Capsule Hotel Zurich hostel is located about 5 minutes' walk from the prominent 13th - century Gothic…",Good,55 CHF,(5922 reviews),47.3690605,8.544271687,10.986234517350283,5,5922
132,1732027470-140,https://www.hotels-zurich.com/search/?sort=Rating&order=DESC&part=1&Name=2,Hotel Alden Spluegenschloss Zuerich - Leonardo Limited Edition,"Spluegenstrasse 2, Zurich, Switzerland","Featuring recreational facilities and a library, the 5-star Alden Suite Hotel Splugenschloss Zurich is situated close to the old district of Zurich. Quietly located around 500 metres from…",Excellent,452 CHF,(689 reviews),47.3646019,8.5342315,11.611067525350538,4,689
133,1732027470-141,https://www.hotels-zurich.com/search/?sort=Rating&order=DESC&part=1&Name=2,Zueri By Fassbind,"Heinrichstrasse 254, Zurich, Switzerland",The 4-star Zuri By Fassbind Hotel Zurich is only 6 minutes' walk from Markthalle and provides bright rooms at a distance of 0.6 km from Limmat. The pet-friendly…,Good,111 CHF,(3582 reviews),47.3894203,8.522041534,13.191561005350264,2,3582
134,1732027470-142,https://www.hotels-zurich.com/search/?sort=Rating&order=DESC&part=1&Name=2,Best Western Plus Hotel Zuercherhof,"Zaehringerstrasse 21, Zurich, Switzerland","The 3-star Best Western Plus Hotel Zurcherhof Zurich is located near a shopping district, approximately 5 minutes by car from Zurich Toy Museum. This designer hotel is situated a…",Excellent,235 CHF,(2934 reviews),47.3749804,8.5445108,11.002134925350376,4,2934
135,1732027470-143,https://www.hotels-zurich.com/search/?sort=Rating&order=DESC&part=1&Name=2,Design Hotel Plattenhof,"Plattenstrasse 26, Zurich, Switzerland","The stylish Design Hotel Plattenhof Zurich is situated close to a university district, at a distance of 2.5 km from Chinese Garden Zurich. Boasting views of the garden, along with…",Good,213 CHF,(1178 reviews),47.37378085,8.553168391,11.347863121350464,4,1178
136,1732027470-144,https://www.hotels-zurich.com/search/?sort=Rating&order=DESC&part=1&Name=2,Gasthaus 210,"Langstrasse 210, Zurich, Switzerland","About a 5-minute drive from Fraumunster Church, the 3-star Gasthaus 210 Hotel Zurich offers a bureau de change and a cash machine. 19 rooms and the snack bar…",Good,135 CHF,(2428 reviews),47.38285635,8.530221822,12.117230453350285,3,2428
137,1732027470-145,https://www.hotels-zurich.com/search/?sort=Rating&order=DESC&part=1&Name=2,Josephine'S Guesthouse - ! Women Only !,"Lutherstrasse 20, Zurich, Ch, Zurich, Switzerland","Situated in Aussersihl with a number of second-hand stores and markets selling food and handicrafts, merely 1.1 km from Lindenhof hill, the 2-star Josephine'S Guesthouse - ! Women Only ! Zurich…",Excellent,130 CHF,(1748 reviews),47.3743152,8.5290412,11.794040725350367,4,1748
138,1732027470-146,https://www.hotels-zurich.com/search/?sort=Rating&order=DESC&part=1&Name=2,Swiss Star Longstreet - Self Check-In,"Langstrasse 213, Zurich, Switzerland","Located a mere 550 metres from Niederdorf and Gonzo, Swiss Star Longstreet - Self Check-In Apartment features views of the city. Guests can use Wi-Fi for either business or…",Average,135 CHF,(1290 reviews),47.38314345,8.530109171,12.143017929350382,3,1290
140,1732027470-148,https://www.hotels-zurich.com/search/?sort=Rating&order=DESC&part=1&Name=2,Le Bijou Lintheschergasse / Zurich Hb,"Lintheschergasse 23, Zurich, Switzerland","Nestled in the Old Town district, Le Bijou Lintheschergasse / Zurich Hb is 2.1 km from such cultural places of interest as Migros Museum of Contemporary Art. The apartment assures guests'…",Excellent,558 CHF,(154 reviews),47.37682725,8.538844702,11.178284909350332,4,154
141,1732027470-149,https://www.hotels-zurich.com/search/?sort=Rating&order=DESC&part=1&Name=2,Zuerich Niederdorf - Grossmuenster,"Muenstergasse 22, Zurich, Switzerland",Zurich Niederdorf - Grossmunster Apartment is located only a 6-minute walk from Beyer Clock and Watch Museum and looks out onto the city. Wi-Fi is available for guests' business…,Excellent,228 CHF,(74 reviews),47.37137475,8.544276719,10.944198529350444,5,74
142,1732027470-150,https://www.hotels-zurich.com/search/?sort=Rating&order=DESC&part=1&Name=2,Loewenplatz Apartment Near Station By Airhome,"Usteristrasse 23, Zurich, Switzerland","If you want to stay in the Old Town district, the 1-room Lowenplatz Apartment Near Station By Airhome is a good choice located, an 8-minute walk from Ethnographic…",Excellent,348 CHF,(45 reviews),47.3758299,8.536064503,11.324220315350374,4,45
143,1732027472-151,https://www.hotels-zurich.com/search/?sort=Rating&order=DESC&part=1&Name=1,Baur Au Lac,"Talstrasse 1, Zurich, Switzerland","Nestled in a shopping area, the 5-star Baur Au Lac hotel overlooks Lake Zurich and offers a bureau de change and a lift. Located in a private park and…",Excellent,685 CHF,(629 reviews),47.3671121,8.5393433,11.156402725350375,4,629
144,1732027472-152,https://www.hotels-zurich.com/search/?sort=Rating&order=DESC&part=1&Name=1,Hotel Adler Zuerich,"Rosengasse 10, Zurich, Switzerland","Offering a restaurant and a storage room, the charming Hotel Adler Zurich lies in the Old Town district, just 600 metres from the compact Zurich Toy Museum and at a…",Excellent,207 CHF,(2166 reviews),47.37310225,8.543490983,10.946821457350463,5,2166
145,1732027472-153,https://www.hotels-zurich.com/search/?sort=Rating&order=DESC&part=1&Name=1,Central Plaza,"Central 1, Zurich, Switzerland","The welcoming 4-star Central Plaza Zurich hotel, located only 400 metres from Limmatquai Street, features a fitness centre, a health club, and a terrace. The luxury hotel offers 103…",Excellent,250 CHF,(3087 reviews),47.37719435,8.543623596,11.067533609350594,4,3087
146,1732027472-154,https://www.hotels-zurich.com/search/?sort=Rating&order=DESC&part=1&Name=1,Sheraton Zuerich Hotel,"Pfingstweidstrasse 100, Zurich, Switzerland","The 4-star Sheraton Zurich Hotel is located in the heart of Zurich and features Wi-Fi in public areas, along with public parking on site. There is a train…",Good,283 CHF,(1013 reviews),47.3907286,8.5101238,14.309800325350572,1,1013
147,1732027472-155,https://www.hotels-zurich.com/search/?sort=Rating&order=DESC&part=1&Name=1,Boutique Hotel Wellenberg,"Niederdorfstrasse 10, Zurich, Switzerland","Boutique Hotel Wellenberg Zurich is located in the Old Town district, approximately a 5-minute walk from Limmat. The hotel features a safe deposit box and 24-hour security service…",Excellent,263 CHF,(3228 reviews),47.3729812,8.543859,10.946637725350378,5,3228
148,1732027472-156,https://www.hotels-zurich.com/search/?sort=Rating&order=DESC&part=1&Name=1,B2 Hotel Zuerich,"Brandschenkestrasse 152, Zurich, Switzerland","B2 Hotel Zurich, located approximately a 5-minute ride from FIFA World Football Museum and about 25 minutes on foot from the towered Romanesque cathedral ""Grossmunster"", features a rooftop pool…",Excellent,383 CHF,(1213 reviews),47.36459075,8.524402595,12.349493705350536,3,1213
149,1732027472-157,https://www.hotels-zurich.com/search/?sort=Rating&order=DESC&part=1&Name=1,Zurich Youth Hostel,"Mutschellenstrasse 114A, Zurich, Switzerland","Offering 421 rooms, the 2-star Zurich Youth Hostel boasts a location within 5 minutes' walk of Lake promenade. Located within 25 minutes' walk of Sechselautenplatz, this hostel offers guests…",Excellent,61 CHF,(4093 reviews),47.35028791,8.527832697,12.959401893350542,3,4093
150,1732027472-158,https://www.hotels-zurich.com/search/?sort=Rating&order=DESC&part=1&Name=1,Marktgasse Hotel,"Marktgasse 17, Zurich, Switzerland",Marktgasse Hotel Zurich offers a terrace and various recreational opportunities and sits only 6 minutes' walk from Circus Conelli. The hotel also provides Wi-Fi available throughout the property.,Excellent,163 CHF,(1472 reviews),47.3720247,8.54355218,10.937051245350428,5,1472
151,1732027472-159,https://www.hotels-zurich.com/search/?sort=Rating&order=DESC&part=1&Name=1,25Hours Hotel Langstrasse,"Langstrasse 150, Zurich, Switzerland","Located approximately a 20-minute stroll from Old Botanical Garden, the comfortable 4-star 25Hours Hotel Langstrasse Zurich offers amenities such as a fitness centre and a sundeck. This Zurich…",Excellent,224 CHF,(2634 reviews),47.3804842,8.5285344,12.10314552535031,3,2634
152,1732027472-160,https://www.hotels-zurich.com/search/?sort=Rating&order=DESC&part=1&Name=1,Novotel Zurich City West,"Schiffbaustrasse 13, Zurich, Switzerland","Novotel Zurich City West hotel is located in Zurich, 10 minutes' drive away Bahnhofstrasse, and offers an indoor swimming pool. This hotel has 144 rooms and features a snack and…",Good,219 CHF,(697 reviews),47.3891828,8.5167794,13.60342432535036,2,697
